LFARG,LFFUNC,LFVAL
путь,LOC,на
превосходство,S0_INCEPOPER1,завоевание
воздух,LOC,в
нормандия,LOC,в
бомбардировка,OPER2,подвергаться
белоруссия,LOC,в
запад,LOC,на
результат,ADV2-UN,в
север,LOC,на
война,S0_FINOPER1,выход
результат,ADV2-UN,в
война,FINOPER1,выходить
август,LOC,в
результат,ADV2-UN,в
сентябрь,LOC,в
власть,INCEPOPER1,брать
операция,OPER1,проводить
февраль,LOC,в
польша,LOC,в
конец,LOC,в
поражение,MAGN,полный
бой,MAGN,упорный
капитуляция,MAGN,безоговорочный
капитуляция,MAGN,безоговорочный
богемия,LOC,в
поражение,OPER2,наносить
словения,LOC,в
европа,LOC,в
сражение,FUNC0,состояться
июнь,LOC,в
победа,OPER1,одерживать
октябрь,LOC,в
залив,LOC,в
сражение,FUNC0,состояться
сражение,LOC,в
время,LOC,в
сомнение,CAUSFUNC0,вызывать
февраль,LOC,в
ялта,LOC,в
обсуждение,FUNC0,состояться
решение,OPER1,принимать
конференция,LOC,на
европа,LOC,в
война,S0_OPER1,ведение
июнь,LOC,в
ультиматум,OPER1,предъявлять
восток,LOC-AD,на
результат,ADV2-UN,в
поражение,OPER2,наносить
поражение,MAGN,сокрушительный
маньчжоу-го,LOC,в
капитуляция,MAGN,безоговорочный
борт,LOC,на
договор,CAUSFUNC0,подписывать
заседание,LOC,на
должность,CAUSOPER1,назначать
согласование,ADV2-UN,по
руководство,OPER1,осуществлять
обязанность,CAUSOPER1,вменять
вывод,OPER1,приходить
существование,FINOPER1,прекращать
год,LOC,в
результат,ADV2-UN,в
вид,ADV1-UN,в
программа,FACT0-M,реализоваться
егэ,OPER2,сдавать
время,LOC,в
карьера,REAL1-M,делать
момент,LOC,в
год,LOC,в
англия,LOC,в
вывод,OPER1,приходить
уничтожение,MAGN,полный
год,LOC,в
париж,LOC,в
положение,OPER1,занимать
май,LOC,в
год,LOC,в
год,LOC,в
выгода,OPER2,получать
наука,S0_OPER1,занятие
ультиматум,OPER1,предъявлять
год,LOC,в
момент,LOC,в
год,LOC,в
политика,OPER1,проводить
начало,LOC,в
будущее,LOC,в
степень,MAGN,высокий
год,LOC,в
год,LOC,в
ведение,OPER2,находиться
заседание,LOC,на
услуга,OPER1,оказывать
воздух,LOC,в
заседание,LOC,на
репутация,INCEPOPER1,снискивать
мудрость,MANIF,проявлять
анализировать,MAGN,всесторонне
ситуация,INCEPFUNC0,складываться
дело,FUNC0,обстоять
итог,ADV2-UN,в
президент,CAUSFACT0,избирать
вид,ADV1-UN,в
конец,LOC,в
наблюдение,OPER1,делать
угроза,FUNC2,нависать
результат,ADV2-UN,в
возможность,INCEPOPER1,получать
сеанс,OPER1,проходить
занятие,FUNC0,проходить
условие,CAUSFUNC0,создавать
район,LOC,в
дисциплина,S0_ANTIREAL1-M,нарушение
день,LOC,в
стадион,LOC,на
берег,LOC,на
решение,OPER1,принимать
парад,OPER1,участвовать
река,LOC,в
состояние,OPER1,быть
момент,LOC,в
обязательство,INCEPOPER1,брать
порядок,ADV1-UN,в
стадион,LOC-AD,на
опыт,ANTIMAGN,небольшой
эксперимент,OPER1,проводить
80-летие,REAL1-M,отмечать
городишко,LOC,в
небо,LOC-AD,в
апрель,LOC,в
цветы,MAGN,яркий
время,INCEPFUNC0,наступать
лето,INCEPFUNC0,наступать
аллея,LOC,на
парк,LOC,в
лес,LOC,в
год,LOC,в
погода,LOC,в
желание,CAUSFUNC0,вызывать
прошлое,LOC,в
друг,VER,верный
англия,LOC,в
лес,LOC,в
лес,LOC,в
лес,LOC,в
еда,PREPAR,готовить
таз,LOC,в
таз,LOC-AD,в
любовь,MAGN,глубокий
день,LOC,в
ошибка,OPER1,допускать
луг,LOC,на
баден,LOC,в
общество,INCEPOPER1,входить
внимание,OPER1,обращать
луг,LOC,на
внимание,CAUSFUNC0,обращать
встречаться,MAGN,часто
лес,LOC,в
момент,LOC,в
лес,LOC,в
урожай,REAL1,собирать
совет,ADV2-UN,по
чувство,INCEPFUNC0,возникать
замок,LABREAL1-2,закрывать
лес,LOC,в
чувство,FUNC1,владеть
скандал,INCEPFUNC0,вспыхивать
улица,LOC,на
разрешение,INCEPOPER3,получать
улица,LOC,на
улица,LOC,на
кафе,REAL1,сидеть
август,LOC,в
мир,LOC,в
фон,LOC,на
центр,LOC,в
площадь,LOC,на
сад,LOC,в
ущелье,LOC,в
ложбина,LOC,в
гора,LOC,на
день,LOC,в
жара,LOC,в
популярность,INCEPOPER1,приобретать
иффецхайм,LOC,в
церковь,LOC,в
век,LOC,в
экскурсия,ADV1-UN,на
центр,LOC,в
выставка,FUNC0,проходить
городишко,LOC,в
подвал,LOC,в
день,LOC,в
свадьба,REAL1-M,праздновать
фонарь,INCEPFACT0,зажигаться
концерт,FUNC0,проходить
центр,LOC,в
концерт,FUNC0,проходить
город,LOC,в
встреча,FUNC0,проходить
начало,LOC,в
музей,LOC,в
конец,LOC,в
бассейн,PREPAR,наполнять
встречаться,ANTIMAGN,редко
баден,LOC,в
копия,VER,точный
мехико,LOC,в
дом,LOC,в
тротуар,LOC,на
облако,ANTIMAGN,легкий
вызов,OPER1,бросать
решение,OPER1,принимать
конфликт,INCEPOPER1,вступать
праймериз,OPER1,проводить
проблема,CAUSFACT0-M,решать
прием,OPER1,вести
карьера,REAL1-M,делать
город,LOC,в
понимать,MAGN,прекрасно
выборы,REAL2-M,выигрывать
шанс,FUNC1,быть
понимать,MAGN,прекрасно
данные,ADV2-UN,по
результат,ADV2-UN,по
москва,LOC,в
кампания,OPER1,проводить
шанс,FUNC1,быть
разница,FUNC0,быть
кампания,OPER1,проводить
праймериз,REAL2-M,выигрывать
уважение,LABOR1-2,относиться
кризис,FINOPER1,выходить
вес,INCEPOPER1,набирать
цена,MAGN,высокий
разговор,FINFUNC0,заканчиваться
предложение,REAL3-M,принимать
итог,ADV2-UN,в
вопрос,INCEPFUNC1,возникать
опыт,FUNC1,быть
пример,CAUSFUNC1,приводить
итог,ADV2-UN,в
смысл,OPER1,иметь
опасение,FUNC1,быть
понимать,MAGN,прекрасно
обязательство,INCEPOPER1,брать
доказывать,VER,убедительно
район,LOC,в
год,FINFUNC0,проходить
фон,LOC,на
дело,S0_CAUSFUNC0,возбуждение
проблема,CAUSFACT0-M,решать
прием,OPER1,вести
премия,OPER1,выплачивать
уважение,LABOR1-2,относиться
знать,MAGN,точно
кампания,INCEPOPER1,начинать
исследование,S0_FINOPER1,завершение
ответственность,OPER1,нести
внимание,OPER2,привлекать
изменение,MAGN,кардинальный
диалог,OPER1,вести
кабинет,CAUSFUNC0,сформировывать
проблема,S0_CAUSFACT0-M,решение
вид,ADV1-UN,в
функция,OPER1,исполнять
комиссия,CAP,глава
закон,S0_ANTIREAL3-M,нарушение
должность,OPER1,занимать
обязанность,REAL1-M,исполнять
план,S0_REAL1-M,выполнение
план,REAL1-M,выполнять
комиссия,CAP,глава
комиссия,CAP,глава
обязательство,INCEPOPER1,брать
переговоры,OPER1,вести
ситуация,CAUSFUNC0,создавать
